,player_1_won,player_2_won,date,maxw,maxl,avgw,avgl
28718,0,1,2011-10-31,2.23,1.83,2.04,1.73
28719,0,1,2011-10-31,1.29,5.5,1.17,4.62
28714,1,0,2011-10-31,2.01,2.1,1.78,1.97
28754,0,1,2011-11-07,2.5,1.85,2.01,1.76
28755,0,1,2011-11-07,1.28,4.55,1.23,4.01
28756,0,1,2011-11-07,1.32,4.35,1.27,3.69
28757,0,1,2011-11-07,1.25,5.0,1.21,4.2
28758,1,0,2011-11-07,1.17,8.5,1.12,5.81
28761,1,0,2011-11-07,1.08,13.4,1.05,9.85
28760,1,0,2011-11-07,5.25,1.47,4.54,1.2
28762,0,1,2011-11-07,3.25,1.44,3.02,1.37
28763,0,1,2011-11-07,1.35,4.0,1.31,3.36
28764,1,0,2011-11-07,1.5,3.08,1.42,2.8
28753,0,1,2011-11-07,1.2,7.5,1.14,5.48
28765,0,1,2011-11-07,1.4,4.0,1.28,3.67
28759,1,0,2011-11-07,2.07,2.0,1.96,1.79
28752,0,1,2011-11-07,2.4,1.73,2.15,1.67
28747,1,0,2011-11-07,1.29,4.55,1.22,4.13
28750,0,1,2011-11-07,2.0,2.0,1.83,1.91
28737,1,0,2011-11-07,1.37,3.63,1.32,3.27
28738,0,1,2011-11-07,1.81,2.7,1.52,2.47
28751,1,0,2011-11-07,3.25,1.45,2.91,1.39
28740,0,1,2011-11-07,2.23,1.95,2.01,1.76
28741,0,1,2011-11-07,1.41,3.8,1.29,3.48
28742,0,1,2011-11-07,1.33,3.75,1.29,3.47
28739,1,0,2011-11-07,1.15,7.3,1.12,5.96
28744,0,1,2011-11-07,1.1,10.5,1.07,8.09
28745,0,1,2011-11-07,2.53,1.7,2.33,1.58
28746,0,1,2011-11-07,1.33,4.85,1.25,3.8
28748,0,1,2011-11-07,1.07,18.0,1.03,12.34
28749,0,1,2011-11-07,1.91,2.25,1.71,2.08
28743,1,0,2011-11-07,1.55,3.25,1.47,2.6
28775,0,1,2011-11-14,2.0,2.2,1.84,1.93
28780,1,0,2011-11-14,1.34,4.35,1.26,3.81
28779,1,0,2011-11-14,1.73,2.38,1.63,2.23
28778,1,0,2011-11-14,1.14,8.8,1.1,7.0
28777,1,0,2011-11-14,2.15,1.83,2.04,1.75
28776,0,1,2011-11-14,3.75,1.35,3.48,1.3
28774,1,0,2011-11-14,1.12,10.0,1.08,7.8
28769,1,0,2011-11-14,1.44,3.79,1.34,3.22
28772,1,0,2011-11-14,1.9,2.88,1.48,2.63
28771,0,1,2011-11-14,1.48,3.15,1.43,2.78
28770,0,1,2011-11-14,1.55,2.94,1.47,2.65
28773,0,1,2011-11-14,3.85,1.34,3.51,1.29
28768,1,0,2011-11-14,6.25,1.2,5.38,1.15
28767,1,0,2011-11-14,1.25,5.2,1.2,4.5
28766,1,0,2011-11-14,1.22,5.2,1.19,4.62
28794,1,0,2011-12-26,1.2,5.84,1.17,4.78
28793,0,1,2011-12-26,1.25,5.3,1.2,4.33
28791,1,0,2011-12-26,1.35,4.1,1.3,3.42
28790,0,1,2011-12-26,1.33,4.14,1.28,3.53
28789,0,1,2011-12-26,2.22,1.82,2.06,1.72
28788,1,0,2011-12-26,1.57,2.8,1.47,2.63
28792,0,1,2011-12-26,2.3,1.8,2.2,1.64
28786,0,1,2011-12-26,1.28,5.1,1.24,3.91
28785,1,0,2011-12-26,1.67,2.53,1.6,2.27
28784,1,0,2011-12-26,1.47,3.5,1.39,2.9
28783,0,1,2011-12-26,2.05,2.0,1.93,1.81
28782,0,1,2011-12-26,1.62,2.6,1.55,2.38
28781,1,0,2011-12-26,1.12,8.0,1.09,6.69
28787,0,1,2011-12-26,1.13,9.0,1.1,6.36
28830,0,1,2012-01-02,1.83,2.38,1.73,2.06
28816,1,0,2012-01-02,1.51,3.1,1.4,2.84
28817,0,1,2012-01-02,1.18,6.5,1.14,5.28
28818,1,0,2012-01-02,1.8,2.26,1.68,2.1
28819,1,0,2012-01-02,1.33,4.4,1.27,3.57
28820,0,1,2012-01-02,1.11,9.0,1.08,7.34
28821,0,1,2012-01-02,1.42,3.31,1.36,2.99
28825,0,1,2012-01-02,1.19,6.8,1.15,5.04
28823,0,1,2012-01-02,1.04,26.0,1.02,13.39
28824,1,0,2012-01-02,1.03,46.0,1.02,16.92
28826,1,0,2012-01-02,1.1,10.0,1.07,7.85
28827,0,1,2012-01-02,1.04,26.0,1.02,13.43
28828,0,1,2012-01-02,1.17,7.0,1.11,5.98
28829,0,1,2012-01-02,1.75,3.0,1.66,2.16
28814,1,0,2012-01-02,1.67,3.7,1.33,3.16
28822,0,1,2012-01-02,1.78,2.2,1.69,2.1
28813,0,1,2012-01-02,5.5,1.21,4.7,1.17
28815,0,1,2012-01-02,1.13,7.8,1.1,6.56
28811,0,1,2012-01-02,1.08,13.0,1.05,9.16
28812,0,1,2012-01-02,1.29,4.6,1.22,4.03
28795,1,0,2012-01-02,1.64,3.0,1.54,2.4
28796,0,1,2012-01-02,1.18,6.01,1.15,5.16
28798,1,0,2012-01-02,1.36,3.9,1.29,3.42
28799,1,0,2012-01-02,3.4,1.65,2.47,1.51
28800,0,1,2012-01-02,3.8,1.39,3.41,1.3
28801,1,0,2012-01-02,1.93,2.3,1.73,2.05
28802,0,1,2012-01-02,4.0,1.65,2.94,1.38
28797,1,0,2012-01-02,1.65,2.5,1.59,2.29
28804,0,1,2012-01-02,1.67,2.75,1.47,2.59
28805,1,0,2012-01-02,1.61,2.61,1.53,2.43
28806,0,1,2012-01-02,1.37,3.63,1.31,3.31
28807,0,1,2012-01-02,1.23,4.7,1.2,4.29
28808,0,1,2012-01-02,3.3,1.5,2.87,1.39
28809,0,1,2012-01-02,2.22,1.81,2.08,1.71
28803,1,0,2012-01-02,1.73,2.37,1.65,2.16
28810,0,1,2012-01-02,3.5,1.4,3.08,1.35
28869,1,0,2012-01-09,5.44,1.22,4.61,1.18
28868,0,1,2012-01-09,1.63,2.65,1.51,2.47
28867,0,1,2012-01-09,1.3,4.58,1.26,3.78
28866,0,1,2012-01-09,2.74,1.61,2.53,1.49
28865,1,0,2012-01-09,1.5,3.0,1.42,2.76
28862,0,1,2012-01-09,1.88,2.1,1.79,1.96
28863,1,0,2012-01-09,2.25,1.78,2.16,1.65
28861,0,1,2012-01-09,3.05,1.5,2.85,1.42
28859,1,0,2012-01-09,1.35,4.14,1.28,3.57
28870,1,0,2012-01-09,1.15,8.55,1.09,6.96
28864,0,1,2012-01-09,3.25,1.46,2.88,1.39
28871,1,0,2012-01-09,1.68,2.45,1.59,2.27
28880,1,0,2012-01-09,1.65,3.5,1.54,2.4
28873,0,1,2012-01-09,1.15,7.15,1.11,6.04
28874,0,1,2012-01-09,1.38,3.41,1.33,3.2
28875,0,1,2012-01-09,1.7,2.53,1.64,2.2
28876,0,1,2012-01-09,2.85,1.51,2.7,1.43
28877,1,0,2012-01-09,4.85,1.25,4.15,1.21
28878,0,1,2012-01-09,1.5,3.05,1.44,2.7
28879,0,1,2012-01-09,3.67,1.35,3.33,1.31
28881,1,0,2012-01-09,1.95,2.3,1.67,2.14
28882,0,1,2012-01-09,2.62,1.61,2.44,1.53
28883,0,1,2012-01-09,2.3,1.8,2.12,1.69
28858,1,0,2012-01-09,2.33,1.71,2.19,1.63
28872,1,0,2012-01-09,2.25,1.77,2.16,1.65
28857,0,1,2012-01-09,5.25,1.14,5.25,1.14
28860,0,1,2012-01-09,1.22,5.37,1.19,4.54
28855,1,0,2012-01-09,1.49,3.06,1.44,2.77
28856,1,0,2012-01-09,1.11,9.65,1.08,7.37
28831,0,1,2012-01-09,2.38,1.69,2.28,1.6
28832,1,0,2012-01-09,1.37,3.75,1.32,3.24
28833,0,1,2012-01-09,1.12,10.4,1.08,7.32
28834,1,0,2012-01-09,1.75,2.26,1.67,2.14
28835,1,0,2012-01-09,2.88,1.66,2.44,1.52
28836,0,1,2012-01-09,1.27,8.0,1.22,4.16
28837,0,1,2012-01-09,3.06,1.47,2.75,1.42
28839,0,1,2012-01-09,2.0,1.93,1.88,1.85
28840,1,0,2012-01-09,2.5,1.65,2.3,1.59
28841,1,0,2012-01-09,2.88,1.64,2.56,1.48
28842,1,0,2012-01-09,1.83,2.25,1.72,2.05
28838,0,1,2012-01-09,1.91,2.01,1.83,1.92
28844,1,0,2012-01-09,3.02,1.48,2.76,1.42
28843,0,1,2012-01-09,1.69,2.41,1.63,2.21
28853,1,0,2012-01-09,1.51,3.0,1.44,2.73
28852,1,0,2012-01-09,1.1,11.5,1.06,8.53
28854,1,0,2012-01-09,4.0,1.32,3.63,1.27
28850,0,1,2012-01-09,2.15,1.93,1.98,1.79
28851,1,0,2012-01-09,2.32,1.71,2.2,1.63
28848,1,0,2012-01-09,2.62,1.61,2.44,1.53
28847,1,0,2012-01-09,1.08,13.25,1.06,8.96
28846,1,0,2012-01-09,1.57,2.63,1.52,2.45
28845,0,1,2012-01-09,2.0,2.0,1.89,1.86
28849,0,1,2012-01-09,1.29,4.33,1.22,4.04
28960,1,0,2012-01-16,1.06,16.34,1.04,10.51
28961,1,0,2012-01-16,1.04,25.95,1.02,13.4
28962,0,1,2012-01-16,4.05,1.31,3.56,1.28
28963,0,1,2012-01-16,1.66,2.5,1.56,2.36
28964,1,0,2012-01-16,1.01,62.46,1.01,23.28
28969,1,0,2012-01-16,1.19,6.74,1.15,5.24
28966,1,0,2012-01-16,1.02,51.0,1.01,17.45
28967,0,1,2012-01-16,3.6,1.5,3.32,1.31
28968,1,0,2012-01-16,2.25,1.88,2.07,1.72
28959,0,1,2012-01-16,1.04,25.09,1.02,13.72
28965,0,1,2012-01-16,1.36,3.85,1.29,3.45
28958,0,1,2012-01-16,2.31,1.75,2.11,1.69
28945,0,1,2012-01-16,1.32,4.28,1.27,3.6
28956,0,1,2012-01-16,1.34,3.95,1.28,3.57
28955,0,1,2012-01-16,2.23,2.1,1.8,1.7
28954,0,1,2012-01-16,1.38,3.5,1.33,3.19
28953,0,1,2012-01-16,1.79,2.25,1.65,2.17
28952,1,0,2012-01-16,1.36,3.75,1.3,3.39
28951,1,0,2012-01-16,1.46,3.25,1.4,2.87
28950,0,1,2012-01-16,2.04,1.93,1.93,1.82
28949,1,0,2012-01-16,2.1,2.0,1.95,1.81
28947,0,1,2012-01-16,1.4,3.75,1.3,3.42
28946,1,0,2012-01-16,1.05,16.91,1.04,10.65
28970,0,1,2012-01-16,1.04,23.0,1.02,14.46
28944,1,0,2012-01-16,1.54,2.9,1.46,2.65
28957,1,0,2012-01-16,1.67,2.55,1.57,2.33
28971,1,0,2012-01-16,1.05,25.69,1.03,13.0
28983,1,0,2012-01-16,8.0,1.14,6.35,1.11
28973,1,0,2012-01-16,2.5,1.85,2.09,1.71
28999,1,0,2012-01-16,1.78,2.37,1.67,2.21
28998,1,0,2012-01-16,1.44,3.4,1.36,3.1
28997,1,0,2012-01-16,2.75,1.67,2.33,1.59
28996,1,0,2012-01-16,1.12,9.0,1.09,7.16
28995,0,1,2012-01-16,1.1,11.5,1.07,8.53
28994,1,0,2012-01-16,1.25,4.8,1.22,4.17
28993,0,1,2012-01-16,1.33,3.9,1.28,3.59
28992,1,0,2012-01-16,1.03,26.79,1.02,14.46
28991,1,0,2012-01-16,1.57,2.88,1.47,2.64
28990,1,0,2012-01-16,5.26,1.25,4.52,1.19
28989,0,1,2012-01-16,1.1,10.2,1.08,7.55
28988,0,1,2012-01-16,1.22,7.0,1.18,4.71
28972,0,1,2012-01-16,1.25,5.33,1.19,4.51
28987,0,1,2012-01-16,1.26,5.69,1.22,4.19
28985,1,0,2012-01-16,3.75,1.4,3.29,1.32
28984,1,0,2012-01-16,1.05,21.0,1.03,12.83
28943,0,1,2012-01-16,1.1,9.52,1.08,7.49
28982,0,1,2012-01-16,1.91,2.1,1.79,1.97
28981,0,1,2012-01-16,1.95,2.0,1.86,1.9
28980,1,0,2012-01-16,1.01,71.0,1.01,26.87
28979,1,0,2012-01-16,1.1,11.6,1.07,8.37
28978,0,1,2012-01-16,1.03,26.0,1.02,15.07
28977,1,0,2012-01-16,1.09,11.75,1.06,8.59
28976,1,0,2012-01-16,1.85,2.2,1.71,2.08
28975,0,1,2012-01-16,3.52,1.4,3.11,1.35
28974,0,1,2012-01-16,1.42,4.33,1.38,2.96
28986,1,0,2012-01-16,1.08,12.0,1.05,9.11
28942,1,0,2012-01-16,8.95,1.12,6.92,1.09
28948,1,0,2012-01-16,1.03,24.8,1.02,13.54
28940,0,1,2012-01-16,1.11,8.89,1.09,7.21
28909,0,1,2012-01-16,1.43,3.5,1.36,3.08
28908,1,0,2012-01-16,1.08,11.38,1.06,8.7
28907,0,1,2012-01-16,1.02,56.71,1.01,21.51
28906,0,1,2012-01-16,1.18,6.62,1.15,5.13
28905,0,1,2012-01-16,1.95,3.0,1.58,2.35
28904,1,0,2012-01-16,1.07,13.0,1.05,9.78
28903,0,1,2012-01-16,2.0,2.29,1.8,1.96
28902,1,0,2012-01-16,1.7,2.65,1.57,2.34
28901,0,1,2012-01-16,1.6,2.65,1.54,2.43
28900,1,0,2012-01-16,1.44,3.2,1.39,2.9
28899,1,0,2012-01-16,1.5,3.0,1.42,2.76
28898,0,1,2012-01-16,1.18,5.94,1.16,4.95
28910,1,0,2012-01-16,1.29,4.9,1.21,4.21
28897,0,1,2012-01-16,1.29,4.89,1.25,3.83
28895,0,1,2012-01-16,1.9,2.18,1.77,2.0
28894,1,0,2012-01-16,1.25,5.46,1.2,4.33
28893,1,0,2012-01-16,2.7,1.61,2.5,1.51
28941,1,0,2012-01-16,1.61,2.89,1.47,2.62
28891,0,1,2012-01-16,1.68,2.55,1.57,2.34
28890,0,1,2012-01-16,1.03,26.24,1.02,13.7
28889,1,0,2012-01-16,1.3,4.3,1.25,3.75
28888,0,1,2012-01-16,1.09,10.4,1.06,8.33
28887,0,1,2012-01-16,1.46,3.25,1.38,2.94
28886,0,1,2012-01-16,3.52,1.37,3.27,1.32
28885,1,0,2012-01-16,1.43,3.4,1.34,3.17
28884,1,0,2012-01-16,3.75,1.35,3.48,1.29
28896,1,0,2012-01-16,1.59,2.63,1.52,2.48
28911,1,0,2012-01-16,1.01,61.0,1.01,22.5
28892,0,1,2012-01-16,1.8,2.41,1.68,2.12
28913,0,1,2012-01-16,1.02,51.82,1.01,19.39
28912,0,1,2012-01-16,1.21,6.41,1.15,5.21
28939,1,0,2012-01-16,1.39,3.5,1.33,3.22
28938,1,0,2012-01-16,1.14,10.75,1.08,7.46
28937,1,0,2012-01-16,2.64,1.6,2.48,1.52
28935,1,0,2012-01-16,1.22,6.04,1.16,4.97
28934,0,1,2012-01-16,1.06,19.75,1.04,11.05
28933,0,1,2012-01-16,5.83,1.23,4.57,1.19
28932,1,0,2012-01-16,2.1,2.02,1.91,1.83
28931,0,1,2012-01-16,2.01,2.19,1.82,1.93
28930,0,1,2012-01-16,3.35,1.54,2.87,1.4
28929,1,0,2012-01-16,1.05,26.0,1.03,13.3
28928,0,1,2012-01-16,1.05,26.0,1.03,12.0
28927,1,0,2012-01-16,1.37,3.71,1.33,3.23
28936,0,1,2012-01-16,1.31,4.5,1.27,3.65
28925,1,0,2012-01-16,2.93,1.51,2.64,1.46
28914,0,1,2012-01-16,1.12,9.24,1.09,7.14
28926,1,0,2012-01-16,2.15,1.85,2.0,1.76
28915,0,1,2012-01-16,1.42,3.25,1.38,2.93
28917,1,0,2012-01-16,1.14,9.41,1.09,7.01
28918,0,1,2012-01-16,5.23,1.25,4.23,1.21
28916,0,1,2012-01-16,1.36,3.75,1.31,3.33
28920,1,0,2012-01-16,2.02,2.03,1.84,1.89
28921,1,0,2012-01-16,1.02,51.0,1.01,17.99
28922,0,1,2012-01-16,2.31,1.74,2.14,1.67
28923,1,0,2012-01-16,1.15,7.45,1.11,6.11
28924,0,1,2012-01-16,2.25,1.81,2.09,1.7
28919,1,0,2012-01-16,1.01,96.0,1.01,34.48
29059,0,1,2012-01-30,1.56,2.86,1.46,2.59
29053,0,1,2012-01-30,1.2,5.67,1.16,4.89
29058,0,1,2012-01-30,1.31,4.0,1.26,3.65
29057,1,0,2012-01-30,1.68,2.5,1.57,2.33
29056,0,1,2012-01-30,1.08,14.0,1.05,9.45
29055,1,0,2012-01-30,1.14,11.0,1.05,9.12
29054,1,0,2012-01-30,1.3,4.17,1.25,3.77
29052,1,0,2012-01-30,1.3,5.0,1.22,4.11
29046,0,1,2012-01-30,1.62,3.0,1.55,2.37
29081,1,0,2012-01-30,1.67,2.45,1.61,2.26
29049,0,1,2012-01-30,1.5,3.19,1.43,2.71
29048,1,0,2012-01-30,1.57,2.78,1.51,2.51
29047,1,0,2012-01-30,1.67,3.19,1.46,2.64
29045,0,1,2012-01-30,1.4,4.5,1.27,3.62
29044,1,0,2012-01-30,1.46,3.1,1.4,2.85
29043,0,1,2012-01-30,1.44,3.26,1.38,2.93
29060,1,0,2012-01-30,1.87,2.3,1.75,2.01
29051,0,1,2012-01-30,1.31,3.89,1.28,3.54
29061,1,0,2012-01-30,1.32,4.13,1.27,3.56
29075,1,0,2012-01-30,1.95,2.11,1.85,1.89
29063,0,1,2012-01-30,1.52,3.25,1.38,2.91
29042,0,1,2012-01-30,3.56,1.4,3.12,1.34
29080,0,1,2012-01-30,2.79,1.59,2.56,1.48
29079,0,1,2012-01-30,1.5,3.13,1.42,2.75
29078,0,1,2012-01-30,1.43,3.57,1.34,3.16
29077,0,1,2012-01-30,2.0,2.05,1.86,1.88
29076,1,0,2012-01-30,3.5,1.4,3.11,1.34
29074,0,1,2012-01-30,1.37,4.0,1.3,3.39
29073,1,0,2012-01-30,1.68,3.75,1.53,2.42
29072,0,1,2012-01-30,1.26,4.7,1.23,3.98
29071,0,1,2012-01-30,2.0,2.23,1.82,1.92
29070,0,1,2012-01-30,1.32,4.19,1.27,3.59
29069,0,1,2012-01-30,2.75,1.62,2.38,1.54
29068,1,0,2012-01-30,1.61,2.7,1.51,2.47
29067,1,0,2012-01-30,1.49,2.9,1.43,2.7
29066,0,1,2012-01-30,1.41,3.31,1.37,2.98
29065,0,1,2012-01-30,1.54,3.2,1.41,2.79
29064,0,1,2012-01-30,1.7,2.43,1.6,2.27
29062,1,0,2012-01-30,1.18,7.0,1.13,5.65
29041,1,0,2012-01-30,1.3,4.5,1.25,3.79
29050,1,0,2012-01-30,1.56,2.8,1.47,2.62
29039,0,1,2012-01-30,1.44,3.61,1.31,3.3
29016,1,0,2012-01-30,1.15,9.0,1.09,6.77
29015,0,1,2012-01-30,2.3,1.72,2.2,1.63
29014,0,1,2012-01-30,1.22,5.05,1.19,4.47
29013,0,1,2012-01-30,1.4,3.4,1.34,3.16
29012,1,0,2012-01-30,1.35,4.1,1.3,3.41
29011,1,0,2012-01-30,6.0,1.2,5.29,1.14
29010,1,0,2012-01-30,3.01,1.46,2.73,1.42
29009,0,1,2012-01-30,1.22,5.36,1.18,4.56
29008,1,0,2012-01-30,2.05,2.5,1.9,1.84
29007,0,1,2012-01-30,3.58,1.4,3.18,1.33
29006,0,1,2012-01-30,1.51,3.0,1.45,2.67
29005,1,0,2012-01-30,1.65,2.65,1.56,2.34
29004,1,0,2012-01-30,1.17,6.01,1.14,5.29
29003,1,0,2012-01-30,1.5,2.88,1.44,2.67
29002,1,0,2012-01-30,1.36,3.89,1.3,3.37
29001,0,1,2012-01-30,1.9,2.3,1.81,1.93
29000,0,1,2012-01-30,2.66,1.62,2.52,1.5
29017,0,1,2012-01-30,1.12,8.7,1.09,6.88
29018,0,1,2012-01-30,1.23,5.2,1.18,4.6
29040,0,1,2012-01-30,3.2,1.46,2.87,1.39
29020,1,0,2012-01-30,1.5,3.61,1.36,3.0
29038,1,0,2012-01-30,2.36,1.74,2.22,1.62
29037,1,0,2012-01-30,2.2,2.0,1.88,1.85
29036,0,1,2012-01-30,1.32,3.89,1.28,3.5
29035,1,0,2012-01-30,1.25,4.95,1.22,4.1
29034,1,0,2012-01-30,1.65,2.58,1.59,2.29
29019,1,0,2012-01-30,1.18,6.25,1.14,5.34
29032,1,0,2012-01-30,1.36,3.75,1.29,3.46
29031,0,1,2012-01-30,1.75,2.35,1.66,2.15
29030,1,0,2012-01-30,2.53,1.65,2.37,1.55
29033,0,1,2012-01-30,2.7,1.75,2.18,1.64
29028,0,1,2012-01-30,1.77,2.33,1.69,2.09
29027,0,1,2012-01-30,1.67,2.7,1.56,2.36
29026,0,1,2012-01-30,2.75,1.6,2.52,1.5
29025,1,0,2012-01-30,2.58,1.6,2.38,1.55
29024,0,1,2012-01-30,1.46,3.2,1.38,2.93
29023,1,0,2012-01-30,1.3,4.5,1.22,4.06
29022,1,0,2012-01-30,1.44,3.35,1.37,2.99
29021,1,0,2012-01-30,3.9,1.4,3.15,1.34
29029,0,1,2012-01-30,1.33,3.99,1.28,3.56
29135,1,0,2012-02-13,1.43,3.3,1.36,3.07
29136,0,1,2012-02-13,3.41,1.41,3.06,1.36
29137,1,0,2012-02-13,3.57,1.38,3.23,1.32
29141,0,1,2012-02-13,1.63,2.58,1.57,2.35
29139,1,0,2012-02-13,1.91,2.07,1.81,1.95
29140,1,0,2012-02-13,1.15,7.5,1.11,6.32
29138,0,1,2012-02-13,1.78,2.76,1.53,2.43
29134,1,0,2012-02-13,2.3,1.76,2.17,1.66
29125,1,0,2012-02-13,1.4,3.39,1.33,3.2
29132,0,1,2012-02-13,1.44,3.46,1.4,2.88
29131,1,0,2012-02-13,2.33,1.77,2.16,1.66
29130,0,1,2012-02-13,1.57,2.86,1.5,2.54
29129,1,0,2012-02-13,1.18,8.0,1.13,5.61
29128,1,0,2012-02-13,1.64,2.97,1.5,2.54
29127,0,1,2012-02-13,1.65,2.69,1.58,2.33
29126,0,1,2012-02-13,1.45,3.14,1.4,2.84
29142,0,1,2012-02-13,2.4,1.74,2.19,1.64
29133,1,0,2012-02-13,1.33,4.1,1.26,3.71
29143,1,0,2012-02-13,1.41,3.25,1.37,3.0
29153,0,1,2012-02-13,1.38,5.0,1.21,4.26
29145,1,0,2012-02-13,2.43,1.67,2.31,1.59
29124,1,0,2012-02-13,1.8,2.53,1.63,2.22
29162,0,1,2012-02-13,1.18,6.0,1.15,5.23
29161,1,0,2012-02-13,3.67,1.45,3.04,1.37
29160,1,0,2012-02-13,1.22,5.25,1.19,4.56
29159,0,1,2012-02-13,1.8,2.58,1.68,2.16
29158,0,1,2012-02-13,5.96,1.22,4.65,1.18
29157,0,1,2012-02-13,2.38,1.77,2.1,1.7
29156,1,0,2012-02-13,1.45,3.28,1.37,2.98
29155,1,0,2012-02-13,1.75,2.69,1.64,2.23
29154,1,0,2012-02-13,2.5,1.67,2.27,1.61
29152,0,1,2012-02-13,1.53,2.85,1.49,2.55
29151,0,1,2012-02-13,1.21,6.64,1.15,5.19
29150,0,1,2012-02-13,1.85,2.29,1.72,2.06
29149,0,1,2012-02-13,1.75,2.52,1.61,2.25
29148,1,0,2012-02-13,1.63,2.88,1.54,2.42
29147,1,0,2012-02-13,1.27,4.79,1.23,4.01
29146,0,1,2012-02-13,2.46,1.73,2.18,1.65
29144,1,0,2012-02-13,1.89,2.22,1.76,2.0
29123,0,1,2012-02-13,2.74,1.6,2.44,1.53
29121,0,1,2012-02-13,1.18,6.5,1.15,5.13
29082,0,1,2012-02-13,1.12,9.55,1.08,7.45
29099,1,0,2012-02-13,3.1,1.59,2.49,1.51
29098,1,0,2012-02-13,1.76,2.41,1.68,2.14
29097,1,0,2012-02-13,1.52,2.9,1.47,2.61
29096,0,1,2012-02-13,1.06,15.56,1.03,10.97
29095,1,0,2012-02-13,3.01,1.45,2.81,1.41
29094,0,1,2012-02-13,1.2,6.16,1.17,4.8
29093,0,1,2012-02-13,1.06,16.94,1.03,11.28
29091,1,0,2012-02-13,1.51,3.01,1.45,2.67
29090,0,1,2012-02-13,2.48,1.7,2.22,1.63
29089,0,1,2012-02-13,1.33,4.0,1.28,3.59
29088,0,1,2012-02-13,1.57,2.87,1.46,2.64
29087,0,1,2012-02-13,1.67,2.61,1.58,2.31
29086,1,0,2012-02-13,1.5,3.52,1.35,3.13
29085,1,0,2012-02-13,3.01,1.54,2.67,1.45
29084,0,1,2012-02-13,2.75,1.58,2.55,1.49
29083,0,1,2012-02-13,2.5,1.68,2.34,1.57
29122,1,0,2012-02-13,1.31,4.34,1.27,3.73
29100,1,0,2012-02-13,1.27,4.93,1.22,4.14
29101,0,1,2012-02-13,1.06,16.05,1.04,10.34
29092,1,0,2012-02-13,1.25,5.0,1.19,4.52
29103,1,0,2012-02-13,1.14,8.0,1.1,6.5
29102,0,1,2012-02-13,1.38,3.54,1.31,3.33
29119,0,1,2012-02-13,2.48,1.67,2.31,1.58
29118,0,1,2012-02-13,2.0,2.03,1.91,1.84
29117,0,1,2012-02-13,2.3,1.74,2.18,1.65
29116,0,1,2012-02-13,2.0,2.08,1.88,1.87
29115,0,1,2012-02-13,1.42,3.8,1.31,3.44
29114,0,1,2012-02-13,1.98,2.88,1.83,1.94
29113,1,0,2012-02-13,1.73,2.38,1.66,2.17
29112,1,0,2012-02-13,1.67,2.5,1.6,2.27
29120,0,1,2012-02-13,1.35,3.74,1.32,3.32
29110,1,0,2012-02-13,1.34,4.1,1.27,3.58
29109,0,1,2012-02-13,1.7,2.38,1.64,2.23
29108,1,0,2012-02-13,1.13,7.87,1.11,6.42
29107,0,1,2012-02-13,2.2,1.83,2.1,1.71
29106,0,1,2012-02-13,3.25,1.43,3.03,1.37
29105,1,0,2012-02-13,1.07,13.6,1.06,9.15
29104,1,0,2012-02-13,1.27,4.5,1.24,3.9
29111,1,0,2012-02-13,1.76,2.3,1.67,2.14
29222,1,0,2012-02-20,1.89,2.2,1.74,2.03
29216,1,0,2012-02-20,2.07,2.09,1.83,1.92
29217,1,0,2012-02-20,1.52,3.22,1.44,2.71
29221,0,1,2012-02-20,2.05,2.22,1.9,1.84
29219,1,0,2012-02-20,1.23,5.44,1.18,4.62
29220,1,0,2012-02-20,1.97,2.05,1.87,1.86
29215,1,0,2012-02-20,2.05,2.01,1.94,1.81
29218,1,0,2012-02-20,1.18,5.9,1.15,5.21
29214,1,0,2012-02-20,3.26,1.46,2.93,1.39
29210,0,1,2012-02-20,2.11,2.63,1.93,1.83
29212,1,0,2012-02-20,1.28,4.5,1.23,4.02
29211,1,0,2012-02-20,2.75,1.57,2.56,1.49
29209,0,1,2012-02-20,1.44,3.75,1.35,3.12
29208,0,1,2012-02-20,1.44,3.5,1.39,2.93
29207,1,0,2012-02-20,1.33,5.0,1.26,3.72
29206,0,1,2012-02-20,1.13,8.6,1.09,7.08
29205,0,1,2012-02-20,6.83,1.17,5.48,1.14
29213,1,0,2012-02-20,3.36,1.38,3.13,1.35
29223,0,1,2012-02-20,1.42,3.5,1.37,2.97
29204,1,0,2012-02-20,1.13,9.0,1.1,6.56
29225,0,1,2012-02-20,1.42,3.5,1.35,3.14
29242,1,0,2012-02-20,1.17,7.0,1.12,6.01
29241,1,0,2012-02-20,1.63,2.65,1.54,2.42
29240,0,1,2012-02-20,2.38,1.83,2.03,1.75
29239,1,0,2012-02-20,1.13,8.36,1.11,6.29
29238,0,1,2012-02-20,3.13,1.45,2.81,1.41
29237,0,1,2012-02-20,2.53,1.73,2.22,1.64
29236,1,0,2012-02-20,1.18,6.3,1.14,5.39
29235,1,0,2012-02-20,1.17,6.5,1.13,5.58
29234,1,0,2012-02-20,2.33,2.03,1.97,1.8
29233,0,1,2012-02-20,3.07,1.8,2.8,1.42
29232,1,0,2012-02-20,1.44,3.41,1.38,2.98
29231,1,0,2012-02-20,2.64,1.69,2.25,1.63
29230,1,0,2012-02-20,2.88,1.55,2.69,1.45
29243,1,0,2012-02-20,3.4,1.41,3.18,1.34
29228,0,1,2012-02-20,1.22,5.35,1.19,4.48
