,player_1_won,player_2_won,date,maxw,maxl,avgw,avgl
28345,1,0,2011-08-29,4.34,1.3,3.73,1.26
28346,1,0,2011-08-29,2.53,1.8,2.2,1.65
28347,1,0,2011-08-29,1.14,8.0,1.11,6.37
28348,0,1,2011-08-29,1.22,5.85,1.16,4.93
28349,0,1,2011-08-29,3.7,1.4,3.35,1.31
28355,1,0,2011-08-29,1.14,8.0,1.11,6.29
28351,1,0,2011-08-29,1.08,11.35,1.07,8.21
28352,1,0,2011-08-29,1.95,2.1,1.78,1.98
28353,1,0,2011-08-29,1.35,3.7,1.3,3.4
28354,0,1,2011-08-29,1.19,6.0,1.15,5.25
28344,1,0,2011-08-29,4.0,1.36,3.54,1.28
28350,0,1,2011-08-29,1.32,4.4,1.26,3.69
28343,0,1,2011-08-29,1.4,3.75,1.33,3.24
28335,0,1,2011-08-29,1.62,2.75,1.52,2.46
28341,0,1,2011-08-29,1.01,89.25,1.01,31.15
28340,1,0,2011-08-29,1.02,55.56,1.01,19.94
28339,0,1,2011-08-29,4.3,1.3,3.86,1.24
28338,0,1,2011-08-29,1.2,6.0,1.16,5.01
28337,0,1,2011-08-29,1.17,6.5,1.13,5.58
28336,1,0,2011-08-29,1.25,5.32,1.19,4.53
28334,0,1,2011-08-29,1.04,22.0,1.02,13.58
28333,1,0,2011-08-29,1.5,3.0,1.43,2.71
28332,1,0,2011-08-29,1.02,54.12,1.01,19.33
28331,0,1,2011-08-29,5.8,1.22,4.81,1.17
28330,1,0,2011-08-29,2.2,1.85,2.02,1.74
28329,0,1,2011-08-29,1.44,3.31,1.37,2.97
28342,1,0,2011-08-29,1.02,61.0,1.01,23.99
28356,0,1,2011-08-29,1.08,14.0,1.04,10.15
28384,0,1,2011-08-29,1.65,2.66,1.57,2.4
28358,0,1,2011-08-29,2.5,1.73,2.23,1.63
28328,0,1,2011-08-29,1.29,4.5,1.23,3.95
28383,0,1,2011-08-29,1.45,3.17,1.4,2.93
28382,1,0,2011-08-29,1.7,2.71,1.56,2.42
28381,1,0,2011-08-29,1.25,4.84,1.21,4.32
28380,1,0,2011-08-29,1.17,7.03,1.13,5.69
28379,1,0,2011-08-29,1.4,3.45,1.35,3.15
28378,1,0,2011-08-29,2.1,1.85,1.99,1.79
28377,0,1,2011-08-29,1.08,14.25,1.05,9.89
28376,0,1,2011-08-29,1.1,14.25,1.05,9.91
28375,0,1,2011-08-29,2.6,2.2,2.41,1.56
28374,1,0,2011-08-29,1.05,21.0,1.03,14.43
28373,0,1,2011-08-29,1.95,2.03,1.81,1.95
28357,0,1,2011-08-29,1.18,6.38,1.14,5.32
28372,1,0,2011-08-29,1.05,25.38,1.02,15.07
28370,0,1,2011-08-29,1.13,9.95,1.09,7.21
28369,1,0,2011-08-29,1.16,6.5,1.13,5.57
28368,0,1,2011-08-29,1.95,2.02,1.85,1.9
28367,1,0,2011-08-29,1.44,3.4,1.36,3.04
28366,1,0,2011-08-29,3.8,1.35,3.44,1.3
28365,0,1,2011-08-29,1.17,6.7,1.13,5.72
28364,0,1,2011-08-29,1.61,2.65,1.51,2.5
28363,1,0,2011-08-29,1.1,10.16,1.07,7.9
28362,1,0,2011-08-29,1.04,25.5,1.02,14.67
28361,0,1,2011-08-29,1.52,3.0,1.44,2.74
28360,1,0,2011-08-29,1.51,3.09,1.43,2.77
28359,0,1,2011-08-29,1.26,4.8,1.21,4.26
28371,1,0,2011-08-29,1.5,3.0,1.43,2.75
28327,0,1,2011-08-29,1.08,12.61,1.06,8.9
28319,0,1,2011-08-29,1.1,10.75,1.07,7.82
28325,1,0,2011-08-29,1.38,3.53,1.33,3.18
28294,0,1,2011-08-29,2.35,1.71,2.23,1.62
28293,1,0,2011-08-29,1.17,7.5,1.12,5.99
28292,0,1,2011-08-29,1.7,2.45,1.62,2.23
28291,0,1,2011-08-29,1.03,34.29,1.01,16.56
28290,0,1,2011-08-29,1.2,5.86,1.16,4.89
28289,0,1,2011-08-29,1.22,5.98,1.17,4.8
28288,1,0,2011-08-29,2.75,1.62,2.45,1.52
28287,0,1,2011-08-29,8.1,1.15,6.23,1.11
28286,1,0,2011-08-29,1.53,2.84,1.48,2.58
28284,1,0,2011-08-29,1.42,3.31,1.36,3.05
28283,1,0,2011-08-29,1.2,6.73,1.14,5.51
28282,0,1,2011-08-29,1.5,3.1,1.41,2.8
28281,0,1,2011-08-29,1.33,4.0,1.28,3.55
28280,1,0,2011-08-29,1.4,3.75,1.33,3.22
28279,1,0,2011-08-29,1.4,3.31,1.36,3.02
28278,0,1,2011-08-29,1.25,5.26,1.2,4.38
28277,0,1,2011-08-29,1.05,16.34,1.03,11.26
28276,1,0,2011-08-29,2.25,1.75,2.13,1.67
28275,1,0,2011-08-29,1.03,29.11,1.02,15.52
28274,1,0,2011-08-29,2.32,2.1,2.1,1.69
28273,1,0,2011-08-29,1.2,6.33,1.15,5.22
28272,0,1,2011-08-29,1.44,3.49,1.36,3.06
28271,0,1,2011-08-29,1.07,16.0,1.05,9.79
28270,1,0,2011-08-29,1.38,3.46,1.33,3.2
28269,0,1,2011-08-29,1.17,8.0,1.11,6.19
28295,0,1,2011-08-29,1.07,15.0,1.05,10.16
28296,1,0,2011-08-29,1.63,2.7,1.54,2.42
28285,1,0,2011-08-29,2.2,1.88,1.99,1.77
28298,1,0,2011-08-29,1.42,3.22,1.38,2.94
28324,1,0,2011-08-29,3.05,1.5,2.83,1.41
28297,0,1,2011-08-29,2.18,1.9,2.01,1.76
28322,0,1,2011-08-29,1.07,16.34,1.04,10.49
28321,0,1,2011-08-29,1.02,54.12,1.01,18.41
28320,0,1,2011-08-29,1.02,61.0,1.01,22.99
28326,1,0,2011-08-29,1.13,13.0,1.07,7.91
28318,1,0,2011-08-29,1.67,2.53,1.57,2.33
28317,0,1,2011-08-29,1.12,10.45,1.07,7.88
28316,1,0,2011-08-29,1.8,2.25,1.68,2.12
28315,1,0,2011-08-29,1.1,11.25,1.07,7.86
28314,1,0,2011-08-29,1.67,2.53,1.58,2.31
28313,1,0,2011-08-29,3.0,1.48,2.78,1.41
28312,0,1,2011-08-29,1.03,33.88,1.02,16.15
28323,1,0,2011-08-29,1.64,2.5,1.57,2.33
28310,1,0,2011-08-29,1.5,3.0,1.43,2.71
28311,1,0,2011-08-29,1.17,11.0,1.12,5.89
28299,1,0,2011-08-29,1.88,2.31,1.74,2.03
28301,1,0,2011-08-29,1.06,16.0,1.04,10.76
28302,1,0,2011-08-29,1.62,2.61,1.56,2.37
28303,0,1,2011-08-29,2.55,1.62,2.34,1.57
28304,1,0,2011-08-29,4.33,1.3,3.72,1.26
28300,0,1,2011-08-29,1.17,8.38,1.1,6.42
28306,1,0,2011-08-29,1.3,5.0,1.22,4.05
28307,0,1,2011-08-29,1.63,2.77,1.53,2.45
28308,0,1,2011-08-29,1.57,2.75,1.48,2.56
28309,0,1,2011-08-29,1.2,6.83,1.16,5.07
28305,1,0,2011-08-29,1.4,3.52,1.36,3.04
28422,1,0,2011-09-19,3.04,1.51,2.8,1.41
28413,0,1,2011-09-19,2.25,1.81,2.13,1.67
28414,0,1,2011-09-19,3.26,1.43,2.99,1.36
28415,1,0,2011-09-19,3.75,1.4,3.18,1.33
28416,0,1,2011-09-19,1.74,2.33,1.67,2.13
28417,0,1,2011-09-19,4.45,1.3,3.85,1.24
28418,0,1,2011-09-19,1.13,8.5,1.09,6.7
28419,0,1,2011-09-19,1.7,2.38,1.64,2.19
28420,0,1,2011-09-19,1.17,8.0,1.1,6.39
28421,1,0,2011-09-19,1.76,2.5,1.61,2.26
28423,1,0,2011-09-19,1.5,3.0,1.42,2.76
28430,0,1,2011-09-19,1.25,4.95,1.2,4.27
28425,0,1,2011-09-19,1.17,6.64,1.13,5.6
28426,1,0,2011-09-19,1.75,2.3,1.69,2.11
28427,0,1,2011-09-19,3.9,1.35,3.46,1.28
28428,1,0,2011-09-19,1.69,2.5,1.58,2.29
28429,1,0,2011-09-19,1.07,20.0,1.03,11.85
28431,0,1,2011-09-19,1.5,3.05,1.4,2.84
28432,0,1,2011-09-19,3.9,1.33,3.45,1.29
28433,1,0,2011-09-19,1.13,8.0,1.1,6.66
28434,0,1,2011-09-19,2.1,1.88,1.95,1.81
28435,0,1,2011-09-19,1.44,3.25,1.4,2.87
28412,1,0,2011-09-19,2.3,1.83,2.05,1.72
28424,1,0,2011-09-19,2.25,2.07,2.07,1.71
28411,1,0,2011-09-19,1.29,4.5,1.22,4.0
28436,1,0,2011-09-19,1.34,3.8,1.3,3.44
28409,1,0,2011-09-19,2.8,1.56,2.62,1.47
28410,1,0,2011-09-19,1.68,2.4,1.62,2.25
28385,1,0,2011-09-19,2.7,1.71,2.24,1.61
28386,1,0,2011-09-19,2.2,1.85,2.0,1.76
28387,0,1,2011-09-19,1.63,3.0,1.53,2.43
28388,0,1,2011-09-19,5.0,1.25,4.22,1.2
28389,1,0,2011-09-19,1.35,4.0,1.28,3.53
28390,0,1,2011-09-19,2.0,2.15,1.8,1.95
28392,1,0,2011-09-19,2.35,1.81,2.13,1.68
28393,1,0,2011-09-19,2.94,1.51,2.67,1.45
28394,1,0,2011-09-19,1.59,2.86,1.53,2.43
28395,0,1,2011-09-19,2.35,1.74,2.15,1.66
28396,1,0,2011-09-19,1.71,2.43,1.6,2.27
28391,0,1,2011-09-19,1.27,4.75,1.22,4.08
28398,0,1,2011-09-19,1.68,2.43,1.62,2.23
28399,0,1,2011-09-19,1.9,2.11,1.81,1.93
28400,1,0,2011-09-19,3.5,1.4,3.11,1.34
28401,1,0,2011-09-19,2.4,1.73,2.21,1.63
28408,1,0,2011-09-19,1.4,3.56,1.33,3.18
28402,0,1,2011-09-19,3.0,1.51,2.75,1.42
28403,1,0,2011-09-19,1.31,4.2,1.26,3.69
28404,1,0,2011-09-19,1.55,2.8,1.48,2.57
28405,0,1,2011-09-19,1.83,2.23,1.7,2.09
28406,0,1,2011-09-19,1.31,4.4,1.25,3.8
28407,0,1,2011-09-19,1.53,2.79,1.49,2.55
28397,0,1,2011-09-19,1.33,3.94,1.27,3.6
28472,1,0,2011-09-26,3.5,1.42,3.14,1.34
28471,1,0,2011-09-26,1.33,4.0,1.27,3.58
28470,1,0,2011-09-26,1.46,3.5,1.38,2.96
28469,1,0,2011-09-26,2.8,1.51,2.62,1.46
28464,1,0,2011-09-26,1.48,3.4,1.38,2.9
28467,1,0,2011-09-26,1.42,3.41,1.36,2.98
28466,1,0,2011-09-26,1.2,6.02,1.16,5.03
28465,1,0,2011-09-26,1.3,4.73,1.24,3.88
28473,0,1,2011-09-26,1.4,3.7,1.33,3.18
28468,0,1,2011-09-26,1.71,2.55,1.61,2.27
28474,1,0,2011-09-26,1.29,4.25,1.25,3.74
28487,0,1,2011-09-26,1.77,2.4,1.65,2.2
28476,0,1,2011-09-26,1.35,4.04,1.29,3.48
28477,1,0,2011-09-26,1.79,2.33,1.7,2.1
28479,1,0,2011-09-26,2.15,1.83,2.04,1.73
28480,1,0,2011-09-26,1.24,4.85,1.19,4.42
28481,0,1,2011-09-26,1.29,4.46,1.23,4.0
28482,1,0,2011-09-26,1.44,3.37,1.37,2.98
28483,1,0,2011-09-26,1.97,1.98,1.89,1.86
28484,0,1,2011-09-26,2.58,1.62,2.37,1.56
28485,1,0,2011-09-26,2.05,1.98,1.93,1.83
28486,1,0,2011-09-26,1.4,3.87,1.32,3.29
28463,1,0,2011-09-26,2.38,1.82,2.11,1.69
28475,0,1,2011-09-26,1.41,3.75,1.31,3.33
28462,0,1,2011-09-26,1.13,9.6,1.09,7.26
28478,1,0,2011-09-26,1.42,3.66,1.36,3.05
28460,1,0,2011-09-26,4.5,1.29,4.06,1.23
28461,1,0,2011-09-26,1.2,5.72,1.15,5.09
28437,1,0,2011-09-26,1.04,21.0,1.03,12.8
28438,0,1,2011-09-26,1.8,2.35,1.69,2.11
28439,1,0,2011-09-26,2.7,1.84,2.42,1.54
28440,1,0,2011-09-26,4.4,1.3,3.79,1.25
28441,0,1,2011-09-26,1.73,2.55,1.66,2.16
28443,0,1,2011-09-26,1.1,12.45,1.06,8.68
28444,1,0,2011-09-26,4.0,1.32,3.55,1.28
28445,1,0,2011-09-26,1.34,4.0,1.28,3.52
28446,1,0,2011-09-26,1.76,2.2,1.71,2.09
28447,1,0,2011-09-26,1.5,2.99,1.43,2.72
28442,0,1,2011-09-26,2.2,2.1,1.79,1.98
28449,0,1,2011-09-26,1.3,4.5,1.24,3.89
28450,0,1,2011-09-26,3.28,1.45,2.88,1.39
28451,1,0,2011-09-26,1.67,2.5,1.6,2.29
28452,0,1,2011-09-26,2.95,1.53,2.67,1.45
28453,1,0,2011-09-26,1.3,4.65,1.22,4.02
28454,1,0,2011-09-26,1.07,15.0,1.04,10.63
28455,1,0,2011-09-26,1.53,2.8,1.46,2.64
28456,0,1,2011-09-26,1.42,3.3,1.37,3.01
28457,0,1,2011-09-26,1.24,5.1,1.2,4.41
28458,1,0,2011-09-26,1.1,9.65,1.08,7.44
28448,0,1,2011-09-26,1.45,3.64,1.34,3.14
28459,0,1,2011-09-26,1.24,5.5,1.18,4.6
28564,1,0,2011-10-03,1.85,2.23,1.73,2.04
28565,0,1,2011-10-03,1.95,2.02,1.85,1.88
28566,0,1,2011-10-03,2.01,2.0,1.84,1.9
28567,0,1,2011-10-03,3.1,1.5,2.72,1.44
28573,1,0,2011-10-03,3.16,1.46,2.81,1.4
28569,1,0,2011-10-03,7.0,1.15,6.05,1.11
28570,1,0,2011-10-03,1.44,3.46,1.37,2.97
28571,1,0,2011-10-03,2.08,1.9,1.93,1.82
28572,0,1,2011-10-03,1.53,2.95,1.45,2.66
28563,1,0,2011-10-03,1.67,2.69,1.55,2.38
28568,0,1,2011-10-03,1.08,11.15,1.05,9.25
28562,1,0,2011-10-03,1.95,2.05,1.86,1.88
28550,0,1,2011-10-03,1.44,3.6,1.33,3.22
28560,0,1,2011-10-03,1.04,25.26,1.02,13.28
28559,0,1,2011-10-03,1.48,3.11,1.41,2.79
28558,1,0,2011-10-03,1.33,4.01,1.28,3.54
28557,1,0,2011-10-03,1.48,3.01,1.41,2.78
28556,1,0,2011-10-03,1.62,2.63,1.52,2.46
28555,1,0,2011-10-03,2.84,1.53,2.63,1.46
28554,1,0,2011-10-03,1.44,3.25,1.38,2.93
28553,0,1,2011-10-03,2.15,1.91,1.99,1.77
28552,1,0,2011-10-03,1.6,2.65,1.53,2.43
28551,1,0,2011-10-03,1.56,3.07,1.46,2.64
28574,0,1,2011-10-03,2.87,1.53,2.68,1.45
28549,1,0,2011-10-03,2.85,1.55,2.62,1.48
28548,0,1,2011-10-03,1.34,4.0,1.27,3.63
28561,1,0,2011-10-03,1.07,16.37,1.04,10.59
28575,0,1,2011-10-03,1.51,3.1,1.4,2.83
28603,0,1,2011-10-03,1.21,5.5,1.16,4.93
28577,0,1,2011-10-03,1.61,2.61,1.53,2.43
28547,1,0,2011-10-03,1.33,4.3,1.26,3.7
28602,0,1,2011-10-03,1.9,9.36,1.09,7.6
28601,0,1,2011-10-03,1.73,2.55,1.63,2.25
28600,0,1,2011-10-03,1.06,15.5,1.04,10.43
28599,1,0,2011-10-03,2.26,1.76,2.14,1.68
28598,0,1,2011-10-03,2.6,1.63,2.45,1.53
28597,0,1,2011-10-03,1.75,2.38,1.66,2.16
28596,0,1,2011-10-03,4.4,1.29,3.91,1.24
28595,1,0,2011-10-03,9.0,1.12,7.68,1.07
28594,1,0,2011-10-03,4.63,1.35,4.11,1.22
28593,1,0,2011-10-03,1.17,7.0,1.13,5.57
28592,0,1,2011-10-03,1.87,2.17,1.79,1.97
28576,1,0,2011-10-03,1.42,3.29,1.37,2.99
28591,1,0,2011-10-03,1.38,3.46,1.34,3.17
28589,0,1,2011-10-03,1.5,3.0,1.43,2.74
28588,0,1,2011-10-03,1.69,2.5,1.55,2.39
28587,1,0,2011-10-03,1.05,19.5,1.03,12.75
28586,0,1,2011-10-03,1.31,4.04,1.27,3.6
28585,0,1,2011-10-03,1.26,4.43,1.23,3.97
28584,1,0,2011-10-03,6.5,1.17,5.4,1.14
28583,1,0,2011-10-03,2.65,1.6,2.52,1.5
28582,0,1,2011-10-03,2.81,1.57,2.52,1.5
28581,1,0,2011-10-03,2.04,2.0,1.87,1.87
28580,1,0,2011-10-03,1.26,4.7,1.21,4.28
28579,0,1,2011-10-03,4.45,1.34,3.98,1.23
28578,0,1,2011-10-03,1.23,5.21,1.19,4.44
28590,0,1,2011-10-03,1.85,2.2,1.75,2.02
28546,1,0,2011-10-03,1.27,5.0,1.21,4.29
28504,1,0,2011-10-03,1.23,5.3,1.17,4.75
28544,1,0,2011-10-03,1.06,16.84,1.03,11.48
28513,1,0,2011-10-03,1.9,2.2,1.77,1.99
28512,1,0,2011-10-03,1.42,3.3,1.37,2.99
28511,0,1,2011-10-03,1.22,5.85,1.17,4.84
28510,1,0,2011-10-03,1.2,7.06,1.14,5.31
28509,1,0,2011-10-03,1.04,26.0,1.02,14.19
28508,1,0,2011-10-03,1.55,2.88,1.48,2.58
28507,1,0,2011-10-03,1.26,4.68,1.22,4.03
28506,1,0,2011-10-03,2.23,2.02,1.99,1.77
28505,1,0,2011-10-03,1.91,2.08,1.84,1.9
28503,1,0,2011-10-03,1.89,2.25,1.7,2.08
28501,1,0,2011-10-03,1.2,6.5,1.14,5.42
28500,0,1,2011-10-03,1.41,3.43,1.35,3.08
28499,0,1,2011-10-03,1.82,2.15,1.72,2.06
28498,1,0,2011-10-03,1.16,6.3,1.12,5.71
28497,0,1,2011-10-03,1.5,2.95,1.43,2.71
28496,1,0,2011-10-03,1.91,2.1,1.78,1.98
28495,1,0,2011-10-03,1.85,3.21,1.44,2.74
28494,0,1,2011-10-03,1.85,2.39,1.69,2.11
28493,1,0,2011-10-03,3.04,1.57,2.68,1.45
28492,1,0,2011-10-03,3.8,1.37,3.3,1.31
28491,1,0,2011-10-03,1.29,4.48,1.24,3.82
28490,1,0,2011-10-03,1.21,5.31,1.18,4.62
28489,0,1,2011-10-03,1.49,3.05,1.41,2.8
28488,1,0,2011-10-03,1.04,18.68,1.02,12.82
28545,0,1,2011-10-03,1.45,3.25,1.37,2.98
28514,0,1,2011-10-03,1.61,2.7,1.52,2.49
28515,0,1,2011-10-03,1.31,4.25,1.27,3.66
28502,0,1,2011-10-03,3.85,1.34,3.52,1.28
28517,1,0,2011-10-03,2.05,1.91,1.94,1.81
28543,1,0,2011-10-03,1.25,6.0,1.19,4.55
28516,1,0,2011-10-03,1.85,2.6,1.69,2.13
28541,0,1,2011-10-03,1.15,8.88,1.1,6.81
28540,1,0,2011-10-03,1.07,13.0,1.05,9.8
28539,1,0,2011-10-03,1.1,13.4,1.05,9.37
28538,1,0,2011-10-03,2.1,2.25,1.79,1.97
28537,1,0,2011-10-03,1.26,4.75,1.22,4.16
28536,1,0,2011-10-03,1.46,3.4,1.36,3.05
28535,1,0,2011-10-03,1.44,3.1,1.39,2.87
28534,1,0,2011-10-03,1.18,6.0,1.15,5.11
28533,1,0,2011-10-03,4.35,1.33,3.74,1.26
28532,1,0,2011-10-03,2.86,1.55,2.58,1.47
28531,0,1,2011-10-03,1.03,51.0,1.01,17.18
28542,0,1,2011-10-03,1.35,4.0,1.28,3.53
28529,1,0,2011-10-03,1.37,3.9,1.29,3.48
28530,1,0,2011-10-03,3.54,1.4,3.12,1.34
28519,1,0,2011-10-03,1.35,3.9,1.29,3.44
28520,1,0,2011-10-03,1.68,2.55,1.59,2.28
28521,0,1,2011-10-03,1.17,7.45,1.12,5.9
28523,0,1,2011-10-03,2.2,1.83,1.98,1.77
28522,1,0,2011-10-03,2.25,1.86,2.09,1.7
28525,1,0,2011-10-03,1.42,3.6,1.36,3.06
28526,1,0,2011-10-03,2.35,1.75,2.13,1.68
28527,1,0,2011-10-03,1.14,7.5,1.11,6.38
28528,1,0,2011-10-03,2.95,1.51,2.66,1.45
28518,0,1,2011-10-03,1.4,3.6,1.35,3.1
28524,0,1,2011-10-03,1.52,2.93,1.45,2.67
28639,0,1,2011-10-17,1.39,3.57,1.32,3.25
28641,1,0,2011-10-17,2.42,1.7,2.27,1.6
28640,1,0,2011-10-17,1.43,3.31,1.37,2.98
28638,0,1,2011-10-17,2.39,1.74,2.15,1.66
28633,1,0,2011-10-17,1.76,2.28,1.68,2.11
28636,0,1,2011-10-17,1.57,2.75,1.47,2.58
28635,1,0,2011-10-17,1.42,3.7,1.31,3.3
28634,0,1,2011-10-17,1.36,3.55,1.32,3.23
28642,1,0,2011-10-17,1.45,3.16,1.4,2.82
28632,0,1,2011-10-17,1.3,4.06,1.26,3.65
28637,1,0,2011-10-17,1.25,4.77,1.22,4.05
28643,1,0,2011-10-17,1.7,2.45,1.59,2.29
28648,1,0,2011-10-17,1.54,2.8,1.47,2.6
28645,1,0,2011-10-17,1.36,3.7,1.31,3.29
28646,0,1,2011-10-17,2.8,1.55,2.6,1.47
28647,0,1,2011-10-17,1.22,5.5,1.18,4.57
28649,0,1,2011-10-17,1.35,4.42,1.27,3.6
28650,0,1,2011-10-17,1.59,2.7,1.49,2.53
28651,1,0,2011-10-17,1.51,2.9,1.44,2.7
28652,1,0,2011-10-17,1.58,2.8,1.49,2.53
28653,0,1,2011-10-17,2.75,1.68,2.27,1.6
28654,0,1,2011-10-17,1.83,2.24,1.72,2.06
28655,1,0,2011-10-17,1.33,3.85,1.28,3.52
28631,0,1,2011-10-17,1.75,2.3,1.67,2.13
28644,0,1,2011-10-17,5.3,1.22,4.42,1.19
28630,0,1,2011-10-17,1.85,2.44,1.74,2.03
28613,0,1,2011-10-17,1.71,2.75,1.6,2.26
28628,0,1,2011-10-17,1.57,2.75,1.48,2.58
28629,0,1,2011-10-17,1.5,3.2,1.39,2.89
28604,1,0,2011-10-17,1.61,2.61,1.53,2.44
28605,0,1,2011-10-17,2.75,1.57,2.57,1.48
28606,1,0,2011-10-17,1.57,2.85,1.47,2.58
28607,1,0,2011-10-17,1.46,3.1,1.4,2.83
28608,1,0,2011-10-17,1.44,3.5,1.33,3.19
28609,1,0,2011-10-17,1.4,3.6,1.32,3.23
28611,0,1,2011-10-17,1.9,3.7,1.65,2.19
28612,0,1,2011-10-17,1.26,4.58,1.23,3.99
28614,0,1,2011-10-17,1.3,4.9,1.22,4.13
28615,0,1,2011-10-17,1.12,8.73,1.09,6.94
28610,1,0,2011-10-17,1.42,3.57,1.36,2.98
28617,0,1,2011-10-17,1.5,3.0,1.42,2.73
28616,0,1,2011-10-17,2.75,1.59,2.51,1.5
28626,1,0,2011-10-17,1.5,3.25,1.39,2.88
28625,1,0,2011-10-17,1.36,3.69,1.31,3.31
28624,0,1,2011-10-17,1.45,3.32,1.4,2.82
28623,0,1,2011-10-17,2.7,1.57,2.48,1.51
28627,1,0,2011-10-17,1.63,2.5,1.57,2.32
28621,0,1,2011-10-17,2.05,1.93,1.94,1.8
28620,1,0,2011-10-17,2.53,1.63,2.33,1.57
28619,0,1,2011-10-17,3.5,1.4,3.14,1.34
28618,0,1,2011-10-17,1.45,3.8,1.34,3.11
28622,0,1,2011-10-17,1.26,4.85,1.21,4.23
28693,1,0,2011-10-24,2.1,1.85,2.01,1.75
28684,1,0,2011-10-24,2.62,1.65,2.42,1.54
28685,1,0,2011-10-24,1.2,6.2,1.14,5.27
28686,0,1,2011-10-24,1.29,4.42,1.23,3.93
28687,1,0,2011-10-24,1.7,2.37,1.61,2.24
28707,0,1,2011-10-24,2.25,1.85,2.08,1.72
28689,0,1,2011-10-24,1.24,5.0,1.19,4.4
28690,0,1,2011-10-24,1.51,7.5,1.45,2.79
28691,0,1,2011-10-24,3.3,1.72,2.84,1.41
28692,1,0,2011-10-24,3.1,1.5,2.78,1.41
28694,0,1,2011-10-24,1.35,4.4,1.28,3.48
28683,1,0,2011-10-24,2.25,2.0,2.08,1.71
28696,0,1,2011-10-24,1.34,4.0,1.3,3.38
28697,0,1,2011-10-24,4.7,1.25,4.03,1.22
28698,1,0,2011-10-24,1.17,6.01,1.14,5.37
28699,0,1,2011-10-24,1.8,3.6,1.34,3.15
28700,1,0,2011-10-24,1.4,3.31,1.36,3.02
28701,0,1,2011-10-24,1.25,5.57,1.18,4.65
28702,1,0,2011-10-24,2.06,1.9,1.94,1.8
28703,0,1,2011-10-24,2.38,1.73,2.2,1.63
28704,1,0,2011-10-24,1.27,4.7,1.23,3.99
28705,0,1,2011-10-24,1.4,3.41,1.35,3.1
28706,0,1,2011-10-24,1.17,6.54,1.13,5.62
28695,1,0,2011-10-24,2.35,1.7,2.21,1.62
28682,1,0,2011-10-24,1.33,4.0,1.27,3.59
28688,0,1,2011-10-24,1.47,3.2,1.38,2.9
28680,1,0,2011-10-24,1.43,4.0,1.29,3.47
28681,1,0,2011-10-24,1.25,5.1,1.2,4.31
28656,0,1,2011-10-24,1.18,7.16,1.12,5.83
28657,0,1,2011-10-24,5.0,1.9,3.93,1.26
28658,0,1,2011-10-24,1.25,5.1,1.21,4.21
28659,1,0,2011-10-24,6.0,1.2,5.09,1.15
28660,0,1,2011-10-24,1.89,2.15,1.74,2.02
28662,0,1,2011-10-24,1.17,6.5,1.12,5.78
28663,0,1,2011-10-24,1.69,2.5,1.57,2.31
28664,1,0,2011-10-24,1.67,2.6,1.54,2.4
28665,0,1,2011-10-24,5.25,1.23,4.55,1.18
28666,0,1,2011-10-24,3.0,2.1,2.76,1.43
28667,0,1,2011-10-24,1.4,3.75,1.35,3.06
28661,0,1,2011-10-24,1.17,8.0,1.12,5.87
28669,0,1,2011-10-24,1.3,4.4,1.23,3.97
28668,0,1,2011-10-24,2.33,1.8,2.15,1.66
28679,0,1,2011-10-24,1.16,7.0,1.12,5.94
28678,1,0,2011-10-24,1.4,3.6,1.34,3.18
28677,1,0,2011-10-24,2.85,2.4,1.66,2.23
28675,1,0,2011-10-24,4.09,1.31,3.6,1.27
28676,1,0,2011-10-24,1.2,7.0,1.15,5.17
28673,1,0,2011-10-24,1.83,2.3,1.68,2.12
28672,0,1,2011-10-24,1.87,2.22,1.76,2.0
28671,0,1,2011-10-24,1.82,2.25,1.72,2.06
28670,1,0,2011-10-24,1.25,5.32,1.18,4.55
28674,1,0,2011-10-24,2.2,1.83,2.01,1.75
28724,1,0,2011-10-31,2.19,1.8,2.04,1.74
28729,1,0,2011-10-31,1.49,3.0,1.42,2.77
28725,1,0,2011-10-31,1.67,2.55,1.53,2.43
28726,0,1,2011-10-31,3.55,2.0,3.13,1.35
28728,0,1,2011-10-31,1.45,3.23,1.38,2.91
28730,0,1,2011-10-31,1.37,3.75,1.31,3.31
28736,1,0,2011-10-31,1.14,8.74,1.09,7.03
28732,1,0,2011-10-31,2.0,2.01,1.87,1.87
28733,1,0,2011-10-31,1.18,6.25,1.13,5.66
28734,1,0,2011-10-31,15.0,1.08,9.08,1.05
28735,0,1,2011-10-31,1.15,7.5,1.12,5.98
28723,0,1,2011-10-31,1.08,12.98,1.06,8.52
28731,1,0,2011-10-31,1.1,11.03,1.06,8.92
28722,1,0,2011-10-31,1.22,5.2,1.18,4.57
28727,1,0,2011-10-31,1.04,25.37,1.02,14.03
28720,0,1,2011-10-31,1.59,2.64,1.5,2.53
28721,0,1,2011-10-31,1.31,4.4,1.25,3.76
28709,1,0,2011-10-31,1.03,27.1,1.02,15.24
28710,0,1,2011-10-31,3.26,1.42,2.98,1.38
28711,0,1,2011-10-31,5.6,1.4,4.82,1.17
28712,1,0,2011-10-31,1.36,5.5,1.28,3.53
28713,1,0,2011-10-31,2.15,2.6,1.61,2.25
28708,1,0,2011-10-31,1.7,2.38,1.64,2.19
28715,1,0,2011-10-31,1.08,14.0,1.04,10.18
28716,1,0,2011-10-31,1.82,2.2,1.73,2.05
28717,1,0,2011-10-31,4.75,1.45,3.91,1.24
